owner_org,request_number,year,month,summary_en,summary_fr,disposition,pages,comments_en,comments_fr,umd_number,owner_org_title,reason
cer-rec,A-2020-017,2021,3,I would like to request any CER developed guidance documents or protocols that field inspectors use during field Compliance Verification inspections.,J’aimerais obtenir les directives ou les protocoles que les inspecteurs de la Régie utilisent pendant les inspections de vérification de la conformité sur le terrain.,DP (Disclosed in part / Communication partielle),356,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2020-021,2021,3,Request for the following briefing note and minutes of the meeting in question; Title: CEO Quarterly Meeting with Enbridge – 10 December 2020,Demande visant la note d’information et le procès-verbal de la réunion en question. Titre : Réunion trimestrielle de la PDG avec Enbridge – 10 décembre 2020,DA (All disclosed / Communication totale),4,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2020-021,2021,3,Request for the following briefing note and minutes of the meeting in question; Title: CEO Quarterly Meeting with Enbridge – 10 December 2020,Demande visant la note d’information et le procès-verbal de la réunion en question. Titre : Réunion trimestrielle de la PDG avec Enbridge – 10 décembre 2020,DA (All disclosed / Communication totale),4,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2020-022,2021,4,"Provide a copy of the briefing note, along with all associated records and correspondence sent/rec’d by officials at the DG, ADM or DM level, for the document carrying the following title and tracking number: CEO Quarterly Meeting with Trans Mountain Corporation, Ref # 1233270","Fournir une copie de la note d’information, ainsi que tous les dossiers et toute la correspondance connexes des fonctionnaires de niveau DG, SMA ou SM, pour le document portant le titre et le numéro de suivi suivants : réunion trimestrielle de la PDG avec Trans Mountain Corporation, réf. : 1233270.",DP (Disclosed in part / Communication partielle),21,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2020-022,2021,4,"Provide a copy of the briefing note, along with all associated records and correspondence sent/rec’d by officials at the DG, ADM or DM level, for the document carrying the following title and tracking number: CEO Quarterly Meeting with Trans Mountain Corporation, Ref # 1233270","Fournir une copie de la note d’information, ainsi que tous les dossiers et toute la correspondance connexes des fonctionnaires de niveau DG, SMA ou SM, pour le document portant le titre et le numéro de suivi suivants : réunion trimestrielle de la PDG avec Trans Mountain Corporation, réf. : 1233270.",DP (Disclosed in part / Communication partielle),21,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2021-00002,2021,7,"All briefing notes and meeting minutes associated with meetings between the CEOs of Trans Mountain and the Canadian Energy Regulator. Date range is March 1, 2020 to May 4, 2021.",Toutes les notes d’information et tous les procès-verbaux des réunions entre les PDG de Trans Mountain et la Régie canadienne de l’énergie. Du 1er mars 2020 au 4 mai 2021.,DP (Disclosed in part / Communication partielle),26,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2021-00002,2021,7,"All briefing notes and meeting minutes associated with meetings between the CEOs of Trans Mountain and the Canadian Energy Regulator. Date range is March 1, 2020 to May 4, 2021.",Toutes les notes d’information et tous les procès-verbaux des réunions entre les PDG de Trans Mountain et la Régie canadienne de l’énergie. Du 1er mars 2020 au 4 mai 2021.,DP (Disclosed in part / Communication partielle),26,No,non,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2021-00003,2021,9,"A copy of the certificate of insurance covering Trans Mountain Corporation in the event of an oil spill from one of its pipelines, which Trans Mountain has filed with the CER as part of its Financial Resource Requirement Plan pursuant to CER Order FRO-002-2017. The certificate of insurance is Dated April 29, 2021 and marked No.:2020-111-REV-1. I don't want the partial version already posted publicly online, but the complete unredacted version filed with CER.","Une copie du certificat d’assurance couvrant Trans Mountain Corporation en cas de déversement de pétrole provenant d’un de ses pipelines, que la société a déposé auprès de la Régie dans le cadre de son plan visant les exigences en matière de ressources financières, conformément à l’ordonnance FRO-002-2017 de la Régie. Le certificat est daté du 29 avril 2021 et porte le numéro 2020-111-REV-1. Je ne veux pas la version partielle déjà publiée en ligne, mais la version intégrale non caviardée déposée auprès de la Régie.",DP (Disclosed in part / Communication partielle),2,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2021-00003,2021,9,"A copy of the certificate of insurance covering Trans Mountain Corporation in the event of an oil spill from one of its pipelines, which Trans Mountain has filed with the CER as part of its Financial Resource Requirement Plan pursuant to CER Order FRO-002-2017. The certificate of insurance is Dated April 29, 2021 and marked No.:2020-111-REV-1. I don't want the partial version already posted publicly online, but the complete unredacted version filed with CER.","Une copie du certificat d’assurance couvrant Trans Mountain Corporation en cas de déversement de pétrole provenant d’un de ses pipelines, que la société a déposé auprès de la Régie dans le cadre de son plan visant les exigences en matière de ressources financières, conformément à l’ordonnance FRO-002-2017 de la Régie. Le certificat est daté du 29 avril 2021 et porte le numéro 2020-111-REV-1. Je ne veux pas la version partielle déjà publiée en ligne, mais la version intégrale non caviardée déposée auprès de la Régie.",DP (Disclosed in part / Communication partielle),2,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2021-00004,2021,6,"Provide the following briefing documents: 13228119: Canada's Renewable Energy Communications and Engagement Plan, 1320927: Aboriginal Liaison Program Pilot Agreement. Provide disclosure on an interim basis of each briefing note as it is finalized.","Veuillez fournir les documents d’information suivants : 13228119 – Plan de communication et de mobilisation en matière d’énergie renouvelable du Canada, 1320927 – Entente relative au projet pilote du programme de liaison avec les Autochtones Fournir chaque note d’information au fur et à mesure qu’elle est finalisée.",DP (Disclosed in part / Communication partielle),5,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2021-00004,2021,6,"Provide the following briefing documents: 13228119: Canada's Renewable Energy Communications and Engagement Plan, 1320927: Aboriginal Liaison Program Pilot Agreement. Provide disclosure on an interim basis of each briefing note as it is finalized.","Veuillez fournir les documents d’information suivants : 13228119 – Plan de communication et de mobilisation en matière d’énergie renouvelable du Canada, 1320927 – Entente relative au projet pilote du programme de liaison avec les Autochtones Fournir chaque note d’information au fur et à mesure qu’elle est finalisée.",DP (Disclosed in part / Communication partielle),5,No,non,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2021-00005,2021,5,Provide the following briefing documents: Information on the Commission's decision on Trans Mountain Pipeline ULC (Trans Mountain)'s Confidentiality Request prepared in April of 2021: Ref# 1335660,Fournir les documents d’information suivants : Renseignements sur la décision de la Commission concernant la demande visant à préserver le caractère confidentiel de certains renseignements présentée par Trans Mountain Pipeline ULC en avril 2021 : réf. 1335660,DA (All disclosed / Communication totale),4,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2021-00005,2021,5,Provide the following briefing documents: Information on the Commission's decision on Trans Mountain Pipeline ULC (Trans Mountain)'s Confidentiality Request prepared in April of 2021: Ref# 1335660,Fournir les documents d’information suivants : Renseignements sur la décision de la Commission concernant la demande visant à préserver le caractère confidentiel de certains renseignements présentée par Trans Mountain Pipeline ULC en avril 2021 : réf. 1335660,DA (All disclosed / Communication totale),4,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
cer-rec,A-2021-00008,2021,7,"Please provide the following documents: Briefing note for ""CEO Meeting with Treasury Board of Canada Secretariat - 1 June 2021"", ref#1343343; Briefing note for ""Upcoming Pipeline Information Release - Canada's Pipeline System 2021: Economics of CER-Regulated Infrastructure"", ref#1345950","Veuillez fournir les documents suivants : Note d’information pour la réunion de la PDG avec le Secrétariat du Conseil du Trésor du Canada le 1er juin 2021, réf. 1343343; note d’information pour la publication prochaine d’information sur les pipelines – Réseau pipelinier du Canada en 2021 : Conjoncture économique de l’infrastructure réglementée par la Régie, réf. 1345950",DA (All disclosed / Communication totale),10,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada,NA
